date,medicine_id,medicine_name,category,unit_price,lead_time_days,opening_stock,units_sold,received_qty,closing_stock,stockout,lag_1,lag_7,rolling_7,rolling_14,rolling_30,demand_std,month,day_of_week,holiday,supplier_delay_rate,future_7d_demand,stockout_risk
2025-03-04,MED001,Paracetamol 500mg,Analgesic,3.0,4,631,133,1052,1550,0,114.0,116.0,124.85714285714286,120.71428571428571,124.13333333333334,13.47606751260898,3,1,0,0.12655047314584972,901.0,0
2025-03-05,MED001,Paracetamol 500mg,Analgesic,3.0,4,1550,122,0,1428,0,133.0,112.0,127.28571428571429,121.64285714285714,125.0,13.865325555040254,3,2,0,0.18495400238128623,879.0,0
2025-03-06,MED001,Paracetamol 500mg,Analgesic,3.0,4,1428,118,0,1310,0,122.0,140.0,128.71428571428572,121.92857142857143,124.9,13.825641093575054,3,3,0,0.11213057007091777,991.0,0
2025-03-07,MED001,Paracetamol 500mg,Analgesic,3.0,4,1310,237,0,1073,0,118.0,125.0,125.57142857142857,121.42857142857143,124.43333333333334,13.832594092962424,3,4,0,0.10665233155488524,942.0,0
2025-03-08,MED001,Paracetamol 500mg,Analgesic,3.0,4,1073,108,0,965,0,237.0,157.0,141.57142857142858,130.35714285714286,128.13333333333333,33.557315247102316,3,5,0,0.19526567889836421,962.0,1
2025-03-09,MED001,Paracetamol 500mg,Analgesic,3.0,4,965,130,0,835,0,108.0,110.0,134.57142857142858,129.71428571428572,127.73333333333333,33.91715828859525,3,6,0,0.16811226895996725,984.0,1
2025-03-10,MED001,Paracetamol 500mg,Analgesic,3.0,4,835,136,0,699,0,130.0,114.0,137.42857142857142,131.57142857142858,128.16666666666666,33.10290316274687,3,0,0,0.17165369777193615,989.0,1
2025-03-11,MED001,Paracetamol 500mg,Analgesic,3.0,4,699,138,1076,1637,0,136.0,133.0,140.57142857142858,132.71428571428572,129.0,32.94851128054793,3,1,0,0.16883484786252922,996.0,0
2025-03-12,MED001,Paracetamol 500mg,Analgesic,3.0,4,1637,129,0,1508,0,138.0,122.0,141.28571428571428,134.28571428571428,129.9,32.61294828138656,3,2,0,0.1619488835454393,1001.0,0
2025-03-13,MED001,Paracetamol 500mg,Analgesic,3.0,4,1508,123,0,1385,0,129.0,118.0,142.28571428571428,135.5,130.1,32.03063437494701,3,3,0,0.09094975610892715,895.0,0
2025-03-14,MED001,Paracetamol 500mg,Analgesic,3.0,4,1385,131,0,1254,0,123.0,237.0,143.0,134.28571428571428,130.1,32.16885395588665,3,4,0,0.17044146166671442,890.0,0
2025-03-15,MED001,Paracetamol 500mg,Analgesic,3.0,4,1254,103,0,1151,0,131.0,108.0,127.85714285714286,134.71428571428572,130.26666666666668,32.075460477367486,3,5,0,0.10987062801631042,882.0,0
2025-03-16,MED001,Paracetamol 500mg,Analgesic,3.0,4,1151,122,0,1029,0,103.0,130.0,127.14285714285714,130.85714285714286,129.76666666666668,32.434210672961065,3,6,0,0.09588863170503298,875.0,0
2025-03-17,MED001,Paracetamol 500mg,Analgesic,3.0,4,1029,129,0,900,0,122.0,136.0,126.0,131.71428571428572,124.53333333333333,31.9962223044884,3,0,0,0.19796035901789713,857.0,0
2025-03-18,MED001,Paracetamol 500mg,Analgesic,3.0,4,900,120,0,780,0,129.0,138.0,125.0,132.78571428571428,125.7,31.606178975803903,3,1,0,0.08334365400907222,842.0,1
2025-03-19,MED001,Paracetamol 500mg,Analgesic,3.0,4,780,114,0,666,0,120.0,129.0,122.42857142857143,131.85714285714286,125.9,31.78983181134191,3,2,0,0.08379633122882221,830.0,1
2025-03-20,MED001,Paracetamol 500mg,Analgesic,3.0,4,666,111,1037,1592,0,114.0,123.0,120.28571428571429,131.28571428571428,126.1,32.05146959652088,3,3,0,0.11718950389305001,801.0,0
2025-03-21,MED001,Paracetamol 500mg,Analgesic,3.0,4,1592,102,0,1490,0,111.0,131.0,118.57142857142857,130.78571428571428,125.8,32.328074418443094,3,4,0,0.18130424758717403,806.0,0
2025-03-22,MED001,Paracetamol 500mg,Analgesic,3.0,4,1490,108,0,1382,0,102.0,103.0,114.42857142857143,121.14285714285714,125.26666666666667,11.870176868989754,3,5,0,0.19735329455980088,770.0,0
2025-03-23,MED001,Paracetamol 500mg,Analgesic,3.0,4,1382,86,0,1296,0,108.0,122.0,115.14285714285714,121.14285714285714,124.7,11.870176868989754,3,6,0,0.09422332674589626,759.0,0
2025-03-24,MED001,Paracetamol 500mg,Analgesic,3.0,4,1296,118,0,1178,0,86.0,129.0,110.0,118.0,123.83333333333333,14.806443503784767,3,0,0,0.12745278006163388,740.0,0
2025-03-25,MED001,Paracetamol 500mg,Analgesic,3.0,4,1178,101,0,1077,0,118.0,120.0,108.42857142857143,116.71428571428571,123.86666666666666,13.875426931358675,3,1,0,0.16811621942237237,736.0,0
2025-03-26,MED001,Paracetamol 500mg,Analgesic,3.0,4,1077,110,0,967,0,101.0,114.0,105.71428571428571,114.07142857142857,123.76666666666667,13.005704581004176,3,2,0,0.1574633897358464,772.0,0
2025-03-27,MED001,Paracetamol 500mg,Analgesic,3.0,4,967,147,0,820,0,110.0,111.0,105.14285714285714,112.71428571428571,123.43333333333334,12.300272488717672,3,3,0,0.10800520146990379,808.0,0
2025-03-28,MED001,Paracetamol 500mg,Analgesic,3.0,4,820,138,0,682,0,147.0,102.0,110.28571428571429,114.42857142857143,124.46666666666667,15.179511929491797,3,4,0,0.11950471280922992,821.0,1
2025-03-29,MED001,Paracetamol 500mg,Analgesic,3.0,4,682,121,1141,1702,0,138.0,108.0,115.42857142857143,114.92857142857143,125.33333333333333,15.867064513127106,3,5,0,0.15132495822318873,860.0,0
2025-03-30,MED001,Paracetamol 500mg,Analgesic,3.0,4,1702,125,0,1577,0,121.0,86.0,117.28571428571429,116.21428571428571,124.7,15.552286853502526,3,6,0,0.08424878685372122,874.0,0
2025-03-31,MED001,Paracetamol 500mg,Analgesic,3.0,4,1577,132,0,1445,0,125.0,118.0,122.85714285714286,116.42857142857143,124.7,15.658442233722175,3,0,0,0.1709874772825818,900.0,0
2025-04-01,MED001,Paracetamol 500mg,Analgesic,3.0,4,1445,127,0,1318,0,132.0,101.0,124.85714285714286,116.64285714285714,123.86666666666666,15.86290856469485,4,1,0,0.11304859031298956,913.0,0
2025-04-02,MED001,Paracetamol 500mg,Analgesic,3.0,4,1318,123,0,1195,0,127.0,110.0,128.57142857142858,117.14285714285714,124.43333333333334,16.08562254770557,4,2,0,0.1794015421187245,890.0,0
2025-04-03,MED001,Paracetamol 500mg,Analgesic,3.0,4,1195,124,0,1071,0,123.0,147.0,130.42857142857142,117.78571428571429,124.73333333333333,16.130136970321104,4,3,0,0.16204026101849445,879.0,0
2025-04-04,MED001,Paracetamol 500mg,Analgesic,3.0,4,1071,127,0,944,0,124.0,138.0,127.14285714285714,118.71428571428571,124.43333333333334,16.083572945130058,4,4,0,0.1574497425039934,883.0,0
2025-04-05,MED001,Paracetamol 500mg,Analgesic,3.0,4,944,125,0,819,0,127.0,121.0,125.57142857142857,120.5,124.6,15.460868718751293,4,5,0,0.172083334513296,872.0,1
2025-04-06,MED001,Paracetamol 500mg,Analgesic,3.0,4,819,114,0,705,0,125.0,125.0,126.14285714285714,121.71428571428571,124.83333333333333,15.066154485767479,4,6,0,0.08901614259401266,876.0,1
2025-04-07,MED001,Paracetamol 500mg,Analgesic,3.0,4,705,136,1176,1745,0,114.0,132.0,124.57142857142857,123.71428571428571,120.73333333333333,11.364103886486491,4,0,0,0.1111964878257069,862.0,0
2025-04-08,MED001,Paracetamol 500mg,Analgesic,3.0,4,1745,113,0,1632,0,136.0,127.0,125.14285714285714,125.0,121.66666666666667,11.681675327689026,4,1,0,0.14260849611688725,875.0,0
2025-04-09,MED001,Paracetamol 500mg,Analgesic,3.0,4,1632,136,0,1496,0,113.0,123.0,123.14285714285714,125.85714285714286,121.1,10.121243028381466,4,2,0,0.17325876003834614,890.0,0
2025-04-10,MED001,Paracetamol 500mg,Analgesic,3.0,4,1496,139,0,1357,0,136.0,124.0,125.0,127.71428571428571,121.1,9.3432704818336,4,3,0,0.1818866903189856,883.0,0
2025-04-11,MED001,Paracetamol 500mg,Analgesic,3.0,4,1357,120,0,1237,0,139.0,127.0,127.14285714285714,127.14285714285714,121.13333333333334,8.25420305855556,4,4,0,0.12585243856825085,875.0,0
2025-04-12,MED001,Paracetamol 500mg,Analgesic,3.0,4,1237,117,0,1120,0,120.0,125.0,126.14285714285714,125.85714285714286,120.83333333333333,7.823604745179244,4,5,0,0.17523771813301242,876.0,0
2025-04-13,MED001,Paracetamol 500mg,Analgesic,3.0,4,1120,115,0,1005,0,117.0,114.0,125.0,125.57142857142857,120.63333333333334,8.083356935126604,4,6,0,0.10643289321641786,878.0,0
2025-04-14,MED001,Paracetamol 500mg,Analgesic,3.0,4,1005,138,0,867,0,115.0,136.0,125.14285714285714,124.85714285714286,120.1,8.565199201573625,4,0,0,0.08989222918088924,897.0,1
2025-04-15,MED001,Paracetamol 500mg,Analgesic,3.0,4,867,132,0,735,0,138.0,113.0,125.42857142857143,125.28571428571429,121.26666666666667,9.084463249277448,4,1,0,0.10959001100806487,874.0,1
2025-04-16,MED001,Paracetamol 500mg,Analgesic,3.0,4,735,113,0,622,0,132.0,136.0,128.14285714285714,125.64285714285714,121.6,9.253748869072908,4,2,0,0.18837777949086387,861.0,1
2025-04-17,MED001,Paracetamol 500mg,Analgesic,3.0,4,622,126,1170,1666,0,113.0,139.0,124.85714285714286,124.92857142857143,121.06666666666666,9.84076518064827,4,3,0,0.14528437047062634,887.0,0
2025-04-18,MED001,Paracetamol 500mg,Analgesic,3.0,4,1666,146,0,1520,0,126.0,120.0,123.0,125.07142857142857,121.26666666666667,9.84076518064827,4,4,0,0.13776189321140092,879.0,0
2025-04-19,MED001,Paracetamol 500mg,Analgesic,3.0,4,1520,109,0,1411,0,146.0,117.0,126.71428571428571,126.42857142857143,122.33333333333333,11.325358107527382,4,5,0,0.16920016279331113,876.0,0
2025-04-20,MED001,Paracetamol 500mg,Analgesic,3.0,4,1411,112,0,1299,0,109.0,115.0,125.57142857142857,125.28571428571429,122.26666666666667,12.250140165154605,4,6,0,0.08121115177940677,869.0,0
2025-04-21,MED001,Paracetamol 500mg,Analgesic,3.0,4,1299,131,0,1168,0,112.0,138.0,125.14285714285714,125.14285714285714,122.6,12.40258746488715,4,0,0,0.09419637424366047,866.0,0
2025-04-22,MED001,Paracetamol 500mg,Analgesic,3.0,4,1168,129,0,1039,0,131.0,132.0,124.14285714285714,124.78571428571429,123.36666666666666,12.13500069049202,4,1,0,0.09195232709136461,867.0,0
2025-04-23,MED001,Paracetamol 500mg,Analgesic,3.0,4,1039,114,0,925,0,129.0,113.0,123.71428571428571,125.92857142857143,124.8,11.68473221913823,4,2,0,0.0946000533289883,855.0,0
2025-04-24,MED001,Paracetamol 500mg,Analgesic,3.0,4,925,114,0,811,0,114.0,126.0,123.85714285714286,124.35714285714286,124.66666666666667,11.70540403046745,4,3,0,0.13441404376385752,851.0,1
2025-04-25,MED001,Paracetamol 500mg,Analgesic,3.0,4,811,142,0,669,0,114.0,146.0,122.14285714285714,122.57142857142857,125.1,11.1955642707574,4,4,0,0.11368194974777049,854.0,1
2025-04-26,MED001,Paracetamol 500mg,Analgesic,3.0,4,669,112,1224,1781,0,142.0,109.0,121.57142857142857,124.14285714285714,126.16666666666667,12.296698386509744,4,5,0,0.17428700093515165,871.0,0
2025-04-27,MED001,Paracetamol 500mg,Analgesic,3.0,4,1781,129,0,1652,0,112.0,112.0,122.0,123.78571428571429,125.0,12.589241875069808,4,6,0,0.1806846941308875,875.0,0
2025-04-28,MED001,Paracetamol 500mg,Analgesic,3.0,4,1652,135,0,1517,0,129.0,131.0,124.42857142857143,124.78571428571429,124.7,12.392172290035923,4,0,0,0.19099272166560013,893.0,0
2025-04-29,MED001,Paracetamol 500mg,Analgesic,3.0,4,1517,147,0,1370,0,135.0,129.0,125.0,124.57142857142857,125.16666666666667,12.17004067823482,4,1,0,0.10352748790407192,895.0,0
2025-04-30,MED001,Paracetamol 500mg,Analgesic,3.0,4,1370,116,0,1254,0,147.0,114.0,127.57142857142857,125.64285714285714,125.9,13.465666556995085,4,2,0,0.1403422021269453,929.0,0
2025-05-01,MED001,Paracetamol 500mg,Analgesic,3.0,4,1254,148,0,1106,0,116.0,114.0,127.85714285714286,125.85714285714286,125.36666666666666,13.27146819805059,5,3,0,0.08584373829710107,921.0,0
2025-05-02,MED001,Paracetamol 500mg,Analgesic,3.0,4,1106,134,0,972,0,148.0,142.0,132.71428571428572,127.42857142857143,126.06666666666666,14.532267998726594,5,4,0,0.1087889750161048,936.0,0
2025-05-03,MED001,Paracetamol 500mg,Analgesic,3.0,4,972,127,0,845,0,134.0,112.0,131.57142857142858,126.57142857142857,126.43333333333334,13.681623192692202,5,5,0,0.15380928446309314,941.0,1
2025-05-04,MED001,Paracetamol 500mg,Analgesic,3.0,4,845,134,0,711,0,127.0,129.0,133.71428571428572,127.85714285714286,126.53333333333333,12.714964792335428,5,6,0,0.13068707783814237,949.0,1
2025-05-05,MED001,Paracetamol 500mg,Analgesic,3.0,4,711,143,1069,1637,0,134.0,135.0,134.42857142857142,129.42857142857142,126.76666666666667,11.940327825123914,5,0,0,0.16288390965677468,933.0,0
2025-05-06,MED001,Paracetamol 500mg,Analgesic,3.0,4,1637,131,0,1506,0,143.0,147.0,135.57142857142858,130.28571428571428,127.36666666666666,12.480314169052058,5,1,0,0.1807072856664888,961.0,0
2025-05-07,MED001,Paracetamol 500mg,Analgesic,3.0,4,1506,144,0,1362,0,131.0,116.0,133.28571428571428,130.42857142857142,127.93333333333334,12.475910854456737,5,2,0,0.08714421306611402,932.0,0
2025-05-08,MED001,Paracetamol 500mg,Analgesic,3.0,4,1362,119,0,1243,0,144.0,148.0,137.28571428571428,132.57142857142858,128.2,12.0045778813705,5,3,0,0.19263355620104708,904.0,0
2025-05-09,MED001,Paracetamol 500mg,Analgesic,3.0,4,1243,106,0,1137,0,119.0,134.0,133.14285714285714,132.92857142857142,128.4,11.472135377072997,5,4,0,0.08508839943995562,907.0,0
2025-05-10,MED001,Paracetamol 500mg,Analgesic,3.0,4,1137,130,0,1007,0,106.0,127.0,129.14285714285714,130.35714285714286,127.4,13.188614803669115,5,5,0,0.1978002467066579,871.0,0
2025-05-11,MED001,Paracetamol 500mg,Analgesic,3.0,4,1007,98,0,909,0,130.0,134.0,129.57142857142858,131.64285714285714,127.1,12.093273036992608,5,6,0,0.15651580701105433,858.0,0
2025-05-12,MED001,Paracetamol 500mg,Analgesic,3.0,4,909,130,0,779,0,98.0,143.0,124.42857142857143,129.42857142857142,126.36666666666666,15.082920986815024,5,0,0,0.08519600231447345,860.0,1
2025-05-13,MED001,Paracetamol 500mg,Analgesic,3.0,4,779,133,0,646,0,130.0,131.0,122.57142857142857,129.07142857142858,126.8,14.999816848698691,5,1,0,0.12723545818108178,840.0,1
2025-05-14,MED001,Paracetamol 500mg,Analgesic,3.0,4,646,124,1177,1699,0,133.0,144.0,122.85714285714286,128.07142857142858,127.4,14.155533224824861,5,2,0,0.11098501486608821,876.0,0
2025-05-15,MED001,Paracetamol 500mg,Analgesic,3.0,4,1699,155,0,1544,0,124.0,119.0,120.0,128.64285714285714,126.93333333333334,13.787436549025575,5,3,0,0.17582868171405866,898.0,0
2025-05-16,MED001,Paracetamol 500mg,Analgesic,3.0,4,1544,128,0,1416,0,155.0,106.0,125.14285714285714,129.14285714285714,127.7,14.643754997935472,5,4,0,0.10705462031499147,870.0,0
2025-05-17,MED001,Paracetamol 500mg,Analgesic,3.0,4,1416,102,0,1314,0,128.0,130.0,128.28571428571428,128.71428571428572,128.2,14.578322006577856,5,5,0,0.17914550161437115,885.0,0
2025-05-18,MED001,Paracetamol 500mg,Analgesic,3.0,4,1314,113,0,1201,0,102.0,98.0,124.28571428571429,126.92857142857143,127.4,16.240804667987852,5,6,0,0.11748096805237346,884.0,0
2025-05-19,MED001,Paracetamol 500mg,Analgesic,3.0,4,1201,129,0,1072,0,113.0,130.0,126.42857142857143,125.42857142857143,126.3,16.505077473843684,5,0,0,0.19869724054862858,886.0,0
2025-05-20,MED001,Paracetamol 500mg,Analgesic,3.0,4,1072,135,0,937,0,129.0,133.0,126.28571428571429,124.42857142857143,126.96666666666667,15.766148184367305,5,1,0,0.11244909285024718,891.0,0
2025-05-21,MED001,Paracetamol 500mg,Analgesic,3.0,4,937,129,0,808,0,135.0,124.0,126.57142857142857,124.71428571428571,127.73333333333333,15.929791014267627,5,2,0,0.16219529638702762,870.0,1
2025-05-22,MED001,Paracetamol 500mg,Analgesic,3.0,4,808,134,0,674,0,129.0,155.0,127.28571428571429,123.64285714285714,127.66666666666667,15.010801971386329,5,3,0,0.17602325081658188,879.0,1
2025-05-23,MED001,Paracetamol 500mg,Analgesic,3.0,4,674,137,1094,1631,0,134.0,128.0,124.28571428571429,124.71428571428571,127.83333333333333,15.188196689578342,5,4,0,0.10597512978935822,895.0,0
2025-05-24,MED001,Paracetamol 500mg,Analgesic,3.0,4,1631,118,0,1513,0,137.0,102.0,125.57142857142857,126.92857142857143,128.6,14.493841056511844,5,5,0,0.08909068939846095,894.0,0
2025-05-25,MED001,Paracetamol 500mg,Analgesic,3.0,4,1513,112,0,1401,0,118.0,113.0,127.85714285714286,126.07142857142857,128.73333333333332,14.652194824899544,5,6,0,0.14614969778832573,913.0,0
2025-05-26,MED001,Paracetamol 500mg,Analgesic,3.0,4,1401,148,0,1253,0,112.0,129.0,127.71428571428571,127.07142857142857,127.73333333333333,12.970168646755312,5,0,0,0.16124948756485402,911.0,0
2025-05-27,MED001,Paracetamol 500mg,Analgesic,3.0,4,1253,133,0,1120,0,148.0,135.0,130.42857142857142,128.35714285714286,128.93333333333334,14.12366885685238,5,1,0,0.17807314207032038,927.0,0
2025-05-28,MED001,Paracetamol 500mg,Analgesic,3.0,4,1120,145,0,975,0,133.0,129.0,130.14285714285714,128.35714285714286,129.06666666666666,14.12366885685238,5,2,0,0.1127316735457623,901.0,0
2025-05-29,MED001,Paracetamol 500mg,Analgesic,3.0,4,975,108,0,867,0,145.0,134.0,132.42857142857142,129.85714285714286,129.4,14.72756255804397,5,3,0,0.18467430708294622,884.0,1
2025-05-30,MED001,Paracetamol 500mg,Analgesic,3.0,4,867,120,0,747,0,108.0,137.0,128.71428571428572,126.5,128.1,13.888290585403778,5,4,0,0.18989199786864103,896.0,1
2025-05-31,MED001,Paracetamol 500mg,Analgesic,3.0,4,747,130,0,617,0,120.0,118.0,126.28571428571429,125.92857142857143,128.23333333333332,13.986060564358,5,5,0,0.17350243734773788,922.0,1
2025-06-01,MED001,Paracetamol 500mg,Analgesic,3.0,4,617,138,1104,1583,0,130.0,112.0,128.0,127.92857142857143,127.63333333333334,12.187410185636931,6,6,0,0.08091162197514776,920.0,0
2025-06-02,MED001,Paracetamol 500mg,Analgesic,3.0,4,1583,146,0,1437,0,138.0,148.0,131.71428571428572,129.71428571428572,127.76666666666667,11.65153388006238,6,0,0,0.09046596775046928,936.0,0
2025-06-03,MED001,Paracetamol 500mg,Analgesic,3.0,4,1437,149,0,1288,0,146.0,133.0,131.42857142857142,130.92857142857142,128.4,12.43112895247116,6,1,0,0.1997284824578623,1032.0,0
2025-06-04,MED001,Paracetamol 500mg,Analgesic,3.0,4,1288,241,0,1047,0,149.0,145.0,133.71428571428572,131.92857142857142,128.9,13.315487141002295,6,2,0,0.16807384331782194,1079.0,1
2025-06-05,MED001,Paracetamol 500mg,Analgesic,3.0,4,1047,155,0,892,0,241.0,108.0,147.42857142857142,139.92857142857142,132.16666666666666,31.981880172070227,6,3,0,0.15521499642733982,1097.0,1
2025-06-06,MED001,Paracetamol 500mg,Analgesic,3.0,4,892,138,0,754,0,155.0,120.0,154.14285714285714,141.42857142857142,132.96666666666667,32.17431915653869,6,4,0,0.18816344097321805,1082.0,1
2025-06-07,MED001,Paracetamol 500mg,Analgesic,3.0,4,754,115,0,639,0,138.0,130.0,156.71428571428572,141.5,132.76666666666668,32.1648398577845,6,5,0,0.08475697582896437,1078.0,1
2025-06-08,MED001,Paracetamol 500mg,Analgesic,3.0,4,639,134,1065,1570,0,115.0,138.0,154.57142857142858,141.28571428571428,132.63333333333333,32.342942569684865,6,6,0,0.17088534348944606,1055.0,0
2025-06-09,MED001,Paracetamol 500mg,Analgesic,3.0,4,1570,123,0,1447,0,134.0,146.0,154.0,142.85714285714286,133.56666666666666,31.329163466592643,6,0,0,0.15856130839031607,1059.0,0
2025-06-10,MED001,Paracetamol 500mg,Analgesic,3.0,4,1447,153,0,1294,0,123.0,149.0,150.71428571428572,141.07142857142858,133.33333333333334,31.72347901600832,6,1,0,0.1817864997733908,951.0,0
2025-06-11,MED001,Paracetamol 500mg,Analgesic,3.0,4,1294,133,0,1161,0,153.0,241.0,151.28571428571428,142.5,135.16666666666666,31.782312449149828,6,2,0,0.1733485080358827,955.0,0
